item_id,version_no,category_key,lang,description,notes
W01001397,1,Geog/LSOA,en-gb,Caerphilly 019E,
W01001398,1,Geog/LSOA,en-gb,Caerphilly 024A,
W01001399,1,Geog/LSOA,en-gb,Caerphilly 023E,
W01001400,1,Geog/LSOA,en-gb,Caerphilly 019F,
W01001401,1,Geog/LSOA,en-gb,Caerphilly 011A,
W01001402,1,Geog/LSOA,en-gb,Caerphilly 011B,
W01001403,1,Geog/LSOA,en-gb,Caerphilly 011C,
W01001404,1,Geog/LSOA,en-gb,Caerphilly 011D,
W01001405,1,Geog/LSOA,en-gb,Caerphilly 011E,
W01001406,1,Geog/LSOA,en-gb,Caerphilly 001D,
W01001407,1,Geog/LSOA,en-gb,Caerphilly 016A,
W01001408,1,Geog/LSOA,en-gb,Caerphilly 016B,
W01001409,1,Geog/LSOA,en-gb,Caerphilly 016C,
W01001410,1,Geog/LSOA,en-gb,Caerphilly 016D,
W01001411,1,Geog/LSOA,en-gb,Caerphilly 017A,
W01001412,1,Geog/LSOA,en-gb,Caerphilly 017B,
W01001413,1,Geog/LSOA,en-gb,Caerphilly 017C,
W01001414,1,Geog/LSOA,en-gb,Caerphilly 008A,
W01001415,1,Geog/LSOA,en-gb,Caerphilly 008B,
W01001416,1,Geog/LSOA,en-gb,Caerphilly 008C,
W01001417,1,Geog/LSOA,en-gb,Caerphilly 008D,
W01001418,1,Geog/LSOA,en-gb,Caerphilly 008E,
W01001419,1,Geog/LSOA,en-gb,Caerphilly 021D,
W01001420,1,Geog/LSOA,en-gb,Caerphilly 022D,
W01001421,1,Geog/LSOA,en-gb,Caerphilly 022E,
W01001422,1,Geog/LSOA,en-gb,Caerphilly 022F,
W01001423,1,Geog/LSOA,en-gb,Caerphilly 024B,
W01001424,1,Geog/LSOA,en-gb,Caerphilly 024C,
W01001425,1,Geog/LSOA,en-gb,Caerphilly 024D,
W01001426,1,Geog/LSOA,en-gb,Caerphilly 024E,
W01001427,1,Geog/LSOA,en-gb,Caerphilly 024F,
W01001428,1,Geog/LSOA,en-gb,Caerphilly 001E,
W01001429,1,Geog/LSOA,en-gb,Caerphilly 001F,
W01001430,1,Geog/LSOA,en-gb,Caerphilly 015B,
W01001431,1,Geog/LSOA,en-gb,Caerphilly 015C,
W01001432,1,Geog/LSOA,en-gb,Caerphilly 013D,
W01001433,1,Geog/LSOA,en-gb,Caerphilly 013E,
W01001434,1,Geog/LSOA,en-gb,Caerphilly 013F,
W01001435,1,Geog/LSOA,en-gb,Blaenau Gwent 008A,
W01001436,1,Geog/LSOA,en-gb,Blaenau Gwent 008B,
W01001437,1,Geog/LSOA,en-gb,Blaenau Gwent 008C,
W01001438,1,Geog/LSOA,en-gb,Blaenau Gwent 004A,
W01001439,1,Geog/LSOA,en-gb,Blaenau Gwent 004B,
W01001440,1,Geog/LSOA,en-gb,Blaenau Gwent 001A,
W01001441,1,Geog/LSOA,en-gb,Blaenau Gwent 001B,
W01001442,1,Geog/LSOA,en-gb,Blaenau Gwent 001C,
W01001443,1,Geog/LSOA,en-gb,Blaenau Gwent 005A,
W01001444,1,Geog/LSOA,en-gb,Blaenau Gwent 005B,
W01001445,1,Geog/LSOA,en-gb,Blaenau Gwent 005C,
W01001446,1,Geog/LSOA,en-gb,Blaenau Gwent 002A,
W01001447,1,Geog/LSOA,en-gb,Blaenau Gwent 002B,
W01001448,1,Geog/LSOA,en-gb,Blaenau Gwent 002C,
5N,1,Age/5YR,cy-gb,65-69 oed,
W01001449,1,Geog/LSOA,en-gb,Blaenau Gwent 002D,
W01001450,1,Geog/LSOA,en-gb,Blaenau Gwent 007A,
W01001451,1,Geog/LSOA,en-gb,Blaenau Gwent 007B,
W01001452,1,Geog/LSOA,en-gb,Blaenau Gwent 007C,
W01001453,1,Geog/LSOA,en-gb,Blaenau Gwent 008D,
W01001454,1,Geog/LSOA,en-gb,Blaenau Gwent 008E,
W01001455,1,Geog/LSOA,en-gb,Blaenau Gwent 008F,
W01001456,1,Geog/LSOA,en-gb,Blaenau Gwent 004C,
W01001457,1,Geog/LSOA,en-gb,Blaenau Gwent 004D,
W01001458,1,Geog/LSOA,en-gb,Blaenau Gwent 004E,
W01001459,1,Geog/LSOA,en-gb,Blaenau Gwent 007D,
W01001460,1,Geog/LSOA,en-gb,Blaenau Gwent 007E,
W01001461,1,Geog/LSOA,en-gb,Blaenau Gwent 007F,
W01001462,1,Geog/LSOA,en-gb,Blaenau Gwent 006A,
W01001463,1,Geog/LSOA,en-gb,Blaenau Gwent 006B,
W01001464,1,Geog/LSOA,en-gb,Blaenau Gwent 009A,
W01001465,1,Geog/LSOA,en-gb,Blaenau Gwent 009B,
W01001466,1,Geog/LSOA,en-gb,Blaenau Gwent 009C,
W01001467,1,Geog/LSOA,en-gb,Blaenau Gwent 005D,
W01001468,1,Geog/LSOA,en-gb,Blaenau Gwent 005E,
W01001469,1,Geog/LSOA,en-gb,Blaenau Gwent 005F,
W01001470,1,Geog/LSOA,en-gb,Blaenau Gwent 001D,
W01001471,1,Geog/LSOA,en-gb,Blaenau Gwent 001E,
W01001472,1,Geog/LSOA,en-gb,Blaenau Gwent 003A,
W01001473,1,Geog/LSOA,en-gb,Blaenau Gwent 003B,
W01001474,1,Geog/LSOA,en-gb,Blaenau Gwent 003C,
W01001475,1,Geog/LSOA,en-gb,Blaenau Gwent 003D,
W01001476,1,Geog/LSOA,en-gb,Blaenau Gwent 009D,
W01001477,1,Geog/LSOA,en-gb,Blaenau Gwent 009E,
W01001478,1,Geog/LSOA,en-gb,Blaenau Gwent 006C,
W01001479,1,Geog/LSOA,en-gb,Blaenau Gwent 006D,
W01001480,1,Geog/LSOA,en-gb,Blaenau Gwent 003E,
W01001481,1,Geog/LSOA,en-gb,Blaenau Gwent 006E,
W01001482,1,Geog/LSOA,en-gb,Torfaen 002A,
W01001483,1,Geog/LSOA,en-gb,Torfaen 002B,
W01001484,1,Geog/LSOA,en-gb,Torfaen 002C,
W01001485,1,Geog/LSOA,en-gb,Torfaen 002D,
W01001486,1,Geog/LSOA,en-gb,Torfaen 002E,
W01001487,1,Geog/LSOA,en-gb,Torfaen 001A,
W01001488,1,Geog/LSOA,en-gb,Torfaen 001B,
W01001489,1,Geog/LSOA,en-gb,Torfaen 001C,
W01001490,1,Geog/LSOA,en-gb,Torfaen 001D,
W01001491,1,Geog/LSOA,en-gb,Torfaen 004A,
W01001492,1,Geog/LSOA,en-gb,Torfaen 012A,
W01001493,1,Geog/LSOA,en-gb,Torfaen 008A,
W01001494,1,Geog/LSOA,en-gb,Torfaen 008B,
W01001495,1,Geog/LSOA,en-gb,Torfaen 008C,
W01001496,1,Geog/LSOA,en-gb,Torfaen 004B,
W01001497,1,Geog/LSOA,en-gb,Torfaen 011A,
W01001498,1,Geog/LSOA,en-gb,Torfaen 011B,
W01001499,1,Geog/LSOA,en-gb,Torfaen 011C,
W01001500,1,Geog/LSOA,en-gb,Torfaen 011D,
W01001501,1,Geog/LSOA,en-gb,Torfaen 009A,
W01001502,1,Geog/LSOA,en-gb,Torfaen 011E,
W01001503,1,Geog/LSOA,en-gb,Torfaen 009B,
W01001504,1,Geog/LSOA,en-gb,Torfaen 013A,
W01001505,1,Geog/LSOA,en-gb,Torfaen 013B,
W01001506,1,Geog/LSOA,en-gb,Torfaen 010A,
W01001507,1,Geog/LSOA,en-gb,Torfaen 008D,
W01001508,1,Geog/LSOA,en-gb,Torfaen 013C,
W01001509,1,Geog/LSOA,en-gb,Torfaen 013D,
W01001510,1,Geog/LSOA,en-gb,Torfaen 005A,
W01001511,1,Geog/LSOA,en-gb,Torfaen 005B,
W01001512,1,Geog/LSOA,en-gb,Torfaen 005C,
W01001513,1,Geog/LSOA,en-gb,Torfaen 005D,
W01001514,1,Geog/LSOA,en-gb,Torfaen 006A,
W01001515,1,Geog/LSOA,en-gb,Torfaen 006B,
W01001516,1,Geog/LSOA,en-gb,Torfaen 006C,
W01001517,1,Geog/LSOA,en-gb,Torfaen 006D,
W01001518,1,Geog/LSOA,en-gb,Torfaen 006E,
W01001519,1,Geog/LSOA,en-gb,Torfaen 007A,
W01001520,1,Geog/LSOA,en-gb,Torfaen 007B,
W01001521,1,Geog/LSOA,en-gb,Torfaen 007C,
W01001522,1,Geog/LSOA,en-gb,Torfaen 007D,
W01001523,1,Geog/LSOA,en-gb,Torfaen 004C,
W01001524,1,Geog/LSOA,en-gb,Torfaen 004D,
W01001525,1,Geog/LSOA,en-gb,Torfaen 003A,
W01001526,1,Geog/LSOA,en-gb,Torfaen 010B,
W01001527,1,Geog/LSOA,en-gb,Torfaen 010C,
W01001528,1,Geog/LSOA,en-gb,Torfaen 010D,
W01001529,1,Geog/LSOA,en-gb,Torfaen 003B,
W01001530,1,Geog/LSOA,en-gb,Torfaen 003C,
W01001531,1,Geog/LSOA,en-gb,Torfaen 003D,
W01001532,1,Geog/LSOA,en-gb,Torfaen 010E,
W01001533,1,Geog/LSOA,en-gb,Torfaen 012B,
W01001534,1,Geog/LSOA,en-gb,Torfaen 012C,
W01001535,1,Geog/LSOA,en-gb,Torfaen 012D,
W01001536,1,Geog/LSOA,en-gb,Torfaen 009C,
W01001537,1,Geog/LSOA,en-gb,Torfaen 007E,
W01001538,1,Geog/LSOA,en-gb,Torfaen 009D,
W01001539,1,Geog/LSOA,en-gb,Torfaen 009E,
W01001540,1,Geog/LSOA,en-gb,Torfaen 004E,
W01001541,1,Geog/LSOA,en-gb,Torfaen 004F,
W01001542,1,Geog/LSOA,en-gb,Monmouthshire 009A,
W01001543,1,Geog/LSOA,en-gb,Monmouthshire 009B,
W01001545,1,Geog/LSOA,en-gb,Monmouthshire 001A,
W01001546,1,Geog/LSOA,en-gb,Monmouthshire 002A,
W01001548,1,Geog/LSOA,en-gb,Monmouthshire 001B,
W01001549,1,Geog/LSOA,en-gb,Monmouthshire 007A,
W01001551,1,Geog/LSOA,en-gb,Monmouthshire 010C,
W01001552,1,Geog/LSOA,en-gb,Monmouthshire 004A,
W01001553,1,Geog/LSOA,en-gb,Monmouthshire 004B,
5O,1,Age/5YR,cy-gb,70-74 oed,
W01001554,1,Geog/LSOA,en-gb,Monmouthshire 004C,
W01001555,1,Geog/LSOA,en-gb,Monmouthshire 006A,
W01001556,1,Geog/LSOA,en-gb,Monmouthshire 006B,
W01001557,1,Geog/LSOA,en-gb,Monmouthshire 001C,
W01001558,1,Geog/LSOA,en-gb,Monmouthshire 002C,
W01001559,1,Geog/LSOA,en-gb,Monmouthshire 008A,
W01001560,1,Geog/LSOA,en-gb,Monmouthshire 006C,
W01001561,1,Geog/LSOA,en-gb,Monmouthshire 003A,
W01001562,1,Geog/LSOA,en-gb,Monmouthshire 003B,
W01001563,1,Geog/LSOA,en-gb,Monmouthshire 003C,
W01001564,1,Geog/LSOA,en-gb,Monmouthshire 003D,
W01001565,1,Geog/LSOA,en-gb,Monmouthshire 006D,
W01001566,1,Geog/LSOA,en-gb,Monmouthshire 005A,
W01001567,1,Geog/LSOA,en-gb,Monmouthshire 005B,
W01001568,1,Geog/LSOA,en-gb,Monmouthshire 005C,
W01001569,1,Geog/LSOA,en-gb,Monmouthshire 003E,
W01001571,1,Geog/LSOA,en-gb,Monmouthshire 001D,
W01001572,1,Geog/LSOA,en-gb,Monmouthshire 011A,
W01001573,1,Geog/LSOA,en-gb,Monmouthshire 011B,
W01001574,1,Geog/LSOA,en-gb,Monmouthshire 011C,
W01001575,1,Geog/LSOA,en-gb,Monmouthshire 005D,
W01001576,1,Geog/LSOA,en-gb,Monmouthshire 004D,
W01001577,1,Geog/LSOA,en-gb,Monmouthshire 004E,
W01001578,1,Geog/LSOA,en-gb,Monmouthshire 009C,
W01001579,1,Geog/LSOA,en-gb,Monmouthshire 001E,
W01001580,1,Geog/LSOA,en-gb,Monmouthshire 002E,
W01001581,1,Geog/LSOA,en-gb,Monmouthshire 005E,
W01001582,1,Geog/LSOA,en-gb,Monmouthshire 011D,
W01001583,1,Geog/LSOA,en-gb,Monmouthshire 007B,
W01001584,1,Geog/LSOA,en-gb,Monmouthshire 008B,
W01001585,1,Geog/LSOA,en-gb,Monmouthshire 007C,
W01001586,1,Geog/LSOA,en-gb,Monmouthshire 007D,
W01001587,1,Geog/LSOA,en-gb,Monmouthshire 008C,
W01001588,1,Geog/LSOA,en-gb,Monmouthshire 010D,
W01001589,1,Geog/LSOA,en-gb,Monmouthshire 010E,
W01001590,1,Geog/LSOA,en-gb,Monmouthshire 009D,
W01001591,1,Geog/LSOA,en-gb,Monmouthshire 011E,
W01001592,1,Geog/LSOA,en-gb,Monmouthshire 008D,
W01001593,1,Geog/LSOA,en-gb,Monmouthshire 008E,
W01001594,1,Geog/LSOA,en-gb,Monmouthshire 007E,
W01001595,1,Geog/LSOA,en-gb,Monmouthshire 007F,
W01001596,1,Geog/LSOA,en-gb,Monmouthshire 006E,
W01001597,1,Geog/LSOA,en-gb,Monmouthshire 006F,
W01001598,1,Geog/LSOA,en-gb,Monmouthshire 010F,
W01001599,1,Geog/LSOA,en-gb,Monmouthshire 004F,
W01001600,1,Geog/LSOA,en-gb,Newport 012A,
W01001601,1,Geog/LSOA,en-gb,Newport 006A,
W01001602,1,Geog/LSOA,en-gb,Newport 012B,
W01001603,1,Geog/LSOA,en-gb,Newport 012C,
W01001604,1,Geog/LSOA,en-gb,Newport 012D,
W01001605,1,Geog/LSOA,en-gb,Newport 014A,
W01001606,1,Geog/LSOA,en-gb,Newport 008A,
W01001607,1,Geog/LSOA,en-gb,Newport 015A,
W01001608,1,Geog/LSOA,en-gb,Newport 008B,
W01001609,1,Geog/LSOA,en-gb,Newport 015B,
W01001610,1,Geog/LSOA,en-gb,Newport 015C,
W01001611,1,Geog/LSOA,en-gb,Newport 011A,
W01001612,1,Geog/LSOA,en-gb,Newport 011B,
W01001613,1,Geog/LSOA,en-gb,Newport 011C,
W01001614,1,Geog/LSOA,en-gb,Newport 005A,
W01001615,1,Geog/LSOA,en-gb,Newport 005B,
W01001616,1,Geog/LSOA,en-gb,Newport 005C,
W01001617,1,Geog/LSOA,en-gb,Newport 003A,
W01001618,1,Geog/LSOA,en-gb,Newport 003B,
W01001619,1,Geog/LSOA,en-gb,Newport 003C,
W01001620,1,Geog/LSOA,en-gb,Newport 003D,
W01001621,1,Geog/LSOA,en-gb,Newport 003E,
W01001622,1,Geog/LSOA,en-gb,Newport 003F,
W01001623,1,Geog/LSOA,en-gb,Newport 001A,
W01001624,1,Geog/LSOA,en-gb,Newport 001B,
W01001625,1,Geog/LSOA,en-gb,Newport 001C,
W01001626,1,Geog/LSOA,en-gb,Newport 001D,
W01001627,1,Geog/LSOA,en-gb,Newport 001E,
W01001628,1,Geog/LSOA,en-gb,Newport 001F,
W01001629,1,Geog/LSOA,en-gb,Newport 017A,
W01001630,1,Geog/LSOA,en-gb,Newport 017B,
W01001631,1,Geog/LSOA,en-gb,Newport 017C,
W01001632,1,Geog/LSOA,en-gb,Newport 017D,
W01001633,1,Geog/LSOA,en-gb,Newport 019A,
W01001634,1,Geog/LSOA,en-gb,Newport 019B,
W01001635,1,Geog/LSOA,en-gb,Newport 016A,
W01001636,1,Geog/LSOA,en-gb,Newport 020A,
W01001637,1,Geog/LSOA,en-gb,Newport 016B,
W01001638,1,Geog/LSOA,en-gb,Newport 016C,
W01001639,1,Geog/LSOA,en-gb,Newport 004A,
W01001640,1,Geog/LSOA,en-gb,Newport 004B,
W01001641,1,Geog/LSOA,en-gb,Newport 004C,
W01001642,1,Geog/LSOA,en-gb,Newport 013A,
W01001643,1,Geog/LSOA,en-gb,Newport 013B,
W01001644,1,Geog/LSOA,en-gb,Newport 013C,
W01001645,1,Geog/LSOA,en-gb,Newport 015D,
W01001646,1,Geog/LSOA,en-gb,Newport 015E,
W01001647,1,Geog/LSOA,en-gb,Newport 015F,
W01001648,1,Geog/LSOA,en-gb,Newport 015G,
W01001649,1,Geog/LSOA,en-gb,Newport 004D,
W01001650,1,Geog/LSOA,en-gb,Newport 004E,
W01001651,1,Geog/LSOA,en-gb,Newport 002A,
W01001652,1,Geog/LSOA,en-gb,Newport 002B,
W01001653,1,Geog/LSOA,en-gb,Newport 002C,
W01001654,1,Geog/LSOA,en-gb,Newport 002D,
W01001655,1,Geog/LSOA,en-gb,Newport 002E,
W01001657,1,Geog/LSOA,en-gb,Newport 020C,
W01001658,1,Geog/LSOA,en-gb,Newport 020D,
W01001659,1,Geog/LSOA,en-gb,Newport 018A,
W01001660,1,Geog/LSOA,en-gb,Newport 018B,
W01001661,1,Geog/LSOA,en-gb,Newport 018C,
W01001662,1,Geog/LSOA,en-gb,Newport 018D,
W01001663,1,Geog/LSOA,en-gb,Newport 008C,
W01001664,1,Geog/LSOA,en-gb,Newport 010A,
W01001665,1,Geog/LSOA,en-gb,Newport 008D,
W01001666,1,Geog/LSOA,en-gb,Newport 010B,
W01001667,1,Geog/LSOA,en-gb,Newport 010C,
W01001668,1,Geog/LSOA,en-gb,Newport 010D,
W01001669,1,Geog/LSOA,en-gb,Newport 009A,
W01001670,1,Geog/LSOA,en-gb,Newport 009B,
W01001671,1,Geog/LSOA,en-gb,Newport 016D,
W01001672,1,Geog/LSOA,en-gb,Newport 009C,
W01001673,1,Geog/LSOA,en-gb,Newport 009D,
W01001674,1,Geog/LSOA,en-gb,Newport 009E,
W01001675,1,Geog/LSOA,en-gb,Newport 007A,
W01001676,1,Geog/LSOA,en-gb,Newport 007B,
W01001677,1,Geog/LSOA,en-gb,Newport 007C,
W01001678,1,Geog/LSOA,en-gb,Newport 005D,
W01001679,1,Geog/LSOA,en-gb,Newport 007D,
W01001680,1,Geog/LSOA,en-gb,Newport 007E,
W01001681,1,Geog/LSOA,en-gb,Newport 006B,
W01001682,1,Geog/LSOA,en-gb,Newport 006C,
W01001683,1,Geog/LSOA,en-gb,Newport 006D,
W01001684,1,Geog/LSOA,en-gb,Newport 006E,
W01001685,1,Geog/LSOA,en-gb,Newport 014B,
W01001686,1,Geog/LSOA,en-gb,Newport 014C,
W01001687,1,Geog/LSOA,en-gb,Newport 014D,
W01001688,1,Geog/LSOA,en-gb,Newport 019C,
W01001689,1,Geog/LSOA,en-gb,Newport 019D,
W01001690,1,Geog/LSOA,en-gb,Newport 013D,
W01001691,1,Geog/LSOA,en-gb,Newport 011D,
W01001692,1,Geog/LSOA,en-gb,Newport 011E,
W01001693,1,Geog/LSOA,en-gb,Newport 013E,
W01001694,1,Geog/LSOA,en-gb,Cardiff 036A,
W01001695,1,Geog/LSOA,en-gb,Cardiff 036B,
W01001696,1,Geog/LSOA,en-gb,Cardiff 036C,
W01001697,1,Geog/LSOA,en-gb,Cardiff 036D,
W01001698,1,Geog/LSOA,en-gb,Cardiff 036E,
W01001699,1,Geog/LSOA,en-gb,Cardiff 049A,
W01001702,1,Geog/LSOA,en-gb,Cardiff 045A,
W01001703,1,Geog/LSOA,en-gb,Cardiff 045B,
W01001704,1,Geog/LSOA,en-gb,Cardiff 041A,
W01001705,1,Geog/LSOA,en-gb,Cardiff 045C,
W01001706,1,Geog/LSOA,en-gb,Cardiff 041B,
W01001707,1,Geog/LSOA,en-gb,Cardiff 041C,
W01001708,1,Geog/LSOA,en-gb,Cardiff 045D,
W01001709,1,Geog/LSOA,en-gb,Cardiff 040A,
W01001710,1,Geog/LSOA,en-gb,Cardiff 040B,
W01001711,1,Geog/LSOA,en-gb,Cardiff 040C,
W01001712,1,Geog/LSOA,en-gb,Cardiff 040D,
W01001713,1,Geog/LSOA,en-gb,Cardiff 040E,
W01001714,1,Geog/LSOA,en-gb,Cardiff 035A,
W01001715,1,Geog/LSOA,en-gb,Cardiff 035B,
W01001716,1,Geog/LSOA,en-gb,Cardiff 035C,
W01001717,1,Geog/LSOA,en-gb,Cardiff 035D,
W01001718,1,Geog/LSOA,en-gb,Cardiff 028A,
W01001719,1,Geog/LSOA,en-gb,Cardiff 028B,
W01001720,1,Geog/LSOA,en-gb,Cardiff 028C,
W01001721,1,Geog/LSOA,en-gb,Cardiff 032A,
W01001722,1,Geog/LSOA,en-gb,Cardiff 028D,
W01001724,1,Geog/LSOA,en-gb,Cardiff 032C,
W01001725,1,Geog/LSOA,en-gb,Cardiff 032D,
W01001726,1,Geog/LSOA,en-gb,Cardiff 028E,
W01001727,1,Geog/LSOA,en-gb,Cardiff 014A,
W01001728,1,Geog/LSOA,en-gb,Cardiff 014B,
W01001729,1,Geog/LSOA,en-gb,Cardiff 014C,
W01001730,1,Geog/LSOA,en-gb,Cardiff 008A,
W01001731,1,Geog/LSOA,en-gb,Cardiff 008B,
W01001732,1,Geog/LSOA,en-gb,Cardiff 019A,
W01001733,1,Geog/LSOA,en-gb,Cardiff 019B,
W01001734,1,Geog/LSOA,en-gb,Cardiff 019C,
W01001735,1,Geog/LSOA,en-gb,Cardiff 019D,
W01001736,1,Geog/LSOA,en-gb,Cardiff 008C,
W01001737,1,Geog/LSOA,en-gb,Cardiff 039A,
W01001738,1,Geog/LSOA,en-gb,Cardiff 039B,
W01001739,1,Geog/LSOA,en-gb,Cardiff 039C,
W01001740,1,Geog/LSOA,en-gb,Cardiff 039D,
W01001741,1,Geog/LSOA,en-gb,Cardiff 039E,
W01001742,1,Geog/LSOA,en-gb,Cardiff 043A,
W01001743,1,Geog/LSOA,en-gb,Cardiff 043B,
W01001744,1,Geog/LSOA,en-gb,Cardiff 043C,
W01001745,1,Geog/LSOA,en-gb,Cardiff 043D,
W01001746,1,Geog/LSOA,en-gb,Cardiff 041D,
W01001747,1,Geog/LSOA,en-gb,Cardiff 027A,
W01001748,1,Geog/LSOA,en-gb,Cardiff 027B,
W01001749,1,Geog/LSOA,en-gb,Cardiff 027C,
W01001750,1,Geog/LSOA,en-gb,Cardiff 031A,
W01001751,1,Geog/LSOA,en-gb,Cardiff 027D,
W01001752,1,Geog/LSOA,en-gb,Cardiff 031B,
W01001753,1,Geog/LSOA,en-gb,Cardiff 031C,
W01001754,1,Geog/LSOA,en-gb,Cardiff 031D,
W01001755,1,Geog/LSOA,en-gb,Cardiff 025A,
W01001756,1,Geog/LSOA,en-gb,Cardiff 025B,
W01001757,1,Geog/LSOA,en-gb,Cardiff 025C,
W01001758,1,Geog/LSOA,en-gb,Cardiff 025D,
W01001759,1,Geog/LSOA,en-gb,Cardiff 046A,
W01001760,1,Geog/LSOA,en-gb,Cardiff 046B,
W01001761,1,Geog/LSOA,en-gb,Cardiff 046C,
W01001762,1,Geog/LSOA,en-gb,Cardiff 046D,
W01001764,1,Geog/LSOA,en-gb,Cardiff 044A,
W01001765,1,Geog/LSOA,en-gb,Cardiff 044B,
W01001766,1,Geog/LSOA,en-gb,Cardiff 044C,
W01001767,1,Geog/LSOA,en-gb,Cardiff 044D,
W01001768,1,Geog/LSOA,en-gb,Cardiff 044E,
W01001769,1,Geog/LSOA,en-gb,Cardiff 018A,
W01001770,1,Geog/LSOA,en-gb,Cardiff 018B,
W01001771,1,Geog/LSOA,en-gb,Cardiff 018C,
W01001772,1,Geog/LSOA,en-gb,Cardiff 021A,
W01001773,1,Geog/LSOA,en-gb,Cardiff 012A,
W01001774,1,Geog/LSOA,en-gb,Cardiff 018D,
W01001775,1,Geog/LSOA,en-gb,Cardiff 021B,
W01001776,1,Geog/LSOA,en-gb,Cardiff 021C,
W01001777,1,Geog/LSOA,en-gb,Cardiff 001A,
W01001778,1,Geog/LSOA,en-gb,Cardiff 001B,
W01001779,1,Geog/LSOA,en-gb,Cardiff 026A,
W01001780,1,Geog/LSOA,en-gb,Cardiff 026B,
W01001781,1,Geog/LSOA,en-gb,Cardiff 026C,
W01001782,1,Geog/LSOA,en-gb,Cardiff 026D,
W01001783,1,Geog/LSOA,en-gb,Cardiff 026E,
W01001784,1,Geog/LSOA,en-gb,Cardiff 026F,
W01001785,1,Geog/LSOA,en-gb,Cardiff 023A,
W01001786,1,Geog/LSOA,en-gb,Cardiff 023B,
W01001787,1,Geog/LSOA,en-gb,Cardiff 023C,
W01001788,1,Geog/LSOA,en-gb,Cardiff 023D,
W01001789,1,Geog/LSOA,en-gb,Cardiff 023E,
W01001790,1,Geog/LSOA,en-gb,Cardiff 023F,
W01001791,1,Geog/LSOA,en-gb,Cardiff 005A,
W01001792,1,Geog/LSOA,en-gb,Cardiff 005B,
W01001793,1,Geog/LSOA,en-gb,Cardiff 002A,
W01001794,1,Geog/LSOA,en-gb,Cardiff 001C,
W01001795,1,Geog/LSOA,en-gb,Cardiff 002B,
W01001796,1,Geog/LSOA,en-gb,Cardiff 002C,
W01001797,1,Geog/LSOA,en-gb,Cardiff 005C,
W01001798,1,Geog/LSOA,en-gb,Cardiff 002D,
W01001799,1,Geog/LSOA,en-gb,Cardiff 001D,
W01001800,1,Geog/LSOA,en-gb,Cardiff 005D,
W01001802,1,Geog/LSOA,en-gb,Cardiff 007A,
W01001803,1,Geog/LSOA,en-gb,Cardiff 015A,
W01001804,1,Geog/LSOA,en-gb,Cardiff 015B,
W01001805,1,Geog/LSOA,en-gb,Cardiff 015C,
W01001806,1,Geog/LSOA,en-gb,Cardiff 015D,
W01001807,1,Geog/LSOA,en-gb,Cardiff 007B,
W01001808,1,Geog/LSOA,en-gb,Cardiff 007C,
W01001809,1,Geog/LSOA,en-gb,Cardiff 017A,
W01001810,1,Geog/LSOA,en-gb,Cardiff 017B,
W01001811,1,Geog/LSOA,en-gb,Cardiff 009A,
W01001812,1,Geog/LSOA,en-gb,Cardiff 017C,
W01001813,1,Geog/LSOA,en-gb,Cardiff 017D,
W01001814,1,Geog/LSOA,en-gb,Cardiff 017E,
W01001815,1,Geog/LSOA,en-gb,Cardiff 008D,
W01001816,1,Geog/LSOA,en-gb,Cardiff 009B,
W01001817,1,Geog/LSOA,en-gb,Cardiff 009C,
W01001818,1,Geog/LSOA,en-gb,Cardiff 009D,
W01001819,1,Geog/LSOA,en-gb,Cardiff 014D,
W01001820,1,Geog/LSOA,en-gb,Cardiff 006A,
W01001821,1,Geog/LSOA,en-gb,Cardiff 024A,
W01001822,1,Geog/LSOA,en-gb,Cardiff 029A,
W01001823,1,Geog/LSOA,en-gb,Cardiff 029B,
W01001824,1,Geog/LSOA,en-gb,Cardiff 029C,
W01001825,1,Geog/LSOA,en-gb,Cardiff 029D,
W01001826,1,Geog/LSOA,en-gb,Cardiff 024B,
W01001827,1,Geog/LSOA,en-gb,Cardiff 024C,
W01001828,1,Geog/LSOA,en-gb,Cardiff 024D,
W01001829,1,Geog/LSOA,en-gb,Cardiff 033A,
W01001830,1,Geog/LSOA,en-gb,Cardiff 033B,
W01001831,1,Geog/LSOA,en-gb,Cardiff 030A,
W01001832,1,Geog/LSOA,en-gb,Cardiff 033C,
W01001833,1,Geog/LSOA,en-gb,Cardiff 033D,
W01001834,1,Geog/LSOA,en-gb,Cardiff 033E,
W01001835,1,Geog/LSOA,en-gb,Cardiff 033F,
W01001836,1,Geog/LSOA,en-gb,Cardiff 030B,
W01001837,1,Geog/LSOA,en-gb,Cardiff 030C,
W01001838,1,Geog/LSOA,en-gb,Cardiff 030D,
W01001839,1,Geog/LSOA,en-gb,Cardiff 030E,
W01001840,1,Geog/LSOA,en-gb,Cardiff 007D,
W01001841,1,Geog/LSOA,en-gb,Cardiff 003A,
W01001842,1,Geog/LSOA,en-gb,Cardiff 003B,
W01001843,1,Geog/LSOA,en-gb,Cardiff 003C,
W01001844,1,Geog/LSOA,en-gb,Cardiff 003D,
W01001846,1,Geog/LSOA,en-gb,Cardiff 006C,
W01001847,1,Geog/LSOA,en-gb,Cardiff 006D,
W01001848,1,Geog/LSOA,en-gb,Cardiff 012B,
W01001849,1,Geog/LSOA,en-gb,Cardiff 004A,
W01001850,1,Geog/LSOA,en-gb,Cardiff 012C,
W01001851,1,Geog/LSOA,en-gb,Cardiff 012D,
