W01001154,W06000016,1400,Aberd?r Gorllewin / Llwytgred 4,Aberdare West/Llwydcoed 4,,
W01001155,W06000016,1396,Aberd?r Gorllewin / Llwytgred 5,Aberdare West/Llwydcoed 5,,
W01001156,W06000016,1401,Aberd?r Gorllewin / Llwytgred 6,Aberdare West/Llwydcoed 6,,
W01001157,W06000016,1516,Y Beddau 1,Beddau 1,,
W01001158,W06000016,1517,Y Beddau 2,Beddau 2,,
W01001159,W06000016,1518,Y Beddau 3,Beddau 3,,
W01001160,W06000016,1464,Brynna 1,Brynna 1,,
W01001161,W06000016,1465,Brynna 2,Brynna 2,,
W01001162,W06000016,1502,Gartholwg 1,Church Village 1,,
W01001164,W06000016,1484,Cilfynydd 1,Cilfynydd 1,,
W01001165,W06000016,1485,Cilfynydd 2,Cilfynydd 2,,
W01001166,W06000016,1444,Cwm Clydach 1,Cwm Clydach 1,,
W01001167,W06000016,1445,Cwm Clydach 2,Cwm Clydach 2,,
W01001168,W06000016,1403,Cwm-bach 1,Cwmbach 1,,
W01001169,W06000016,1404,Cwm-bach 2,Cwmbach 2,,
W01001170,W06000016,1405,Cwm-bach 3,Cwmbach 3,,
W01001171,W06000016,1414,Cymer (Rhondda Cynon Taf) 1,Cymmer (Rhondda Cynon Taf) 1,,
W01001172,W06000016,1420,Cymer (Rhondda Cynon Taf) 2,Cymmer (Rhondda Cynon Taf) 2,,
W01001173,W06000016,1421,Cymer (Rhondda Cynon Taf) 3,Cymmer (Rhondda Cynon Taf) 3,,
W01001174,W06000016,1422,Cymer (Rhondda Cynon Taf) 4,Cymmer (Rhondda Cynon Taf) 4,,
W01001175,W06000016,1406,Glynrhedynnog 1,Ferndale 1,,
W01001176,W06000016,1410,Glynrhedynnog 2,Ferndale 2,,
W01001177,W06000016,1407,Glynrhedynnog 3,Ferndale 3,,
W01001178,W06000016,1454,Gilfach Goch 1,Gilfach Goch 1,,
W01001179,W06000016,1455,Gilfach Goch 2,Gilfach Goch 2,,
W01001180,W06000016,1479,Glyn-coch 1,Glyncoch 1,,
W01001181,W06000016,1480,Glyn-coch 2,Glyncoch 2,,
W01001182,W06000016,1489,Y Graig (Rhondda Cynon Taf) 1,Graig (Rhondda Cynon Taf) 1,,
W01001183,W06000016,1490,Y Graig (Rhondda Cynon Taf) 2,Graig (Rhondda Cynon Taf) 2,,
W01001184,W06000016,1506,Y Ddraenen Wen 1,Hawthorn 1,,
W01001185,W06000016,1496,Y Ddraenen Wen 2,Hawthorn 2,,
W01001186,W06000016,1387,Hirwaun 1,Hirwaun 1,,
W01001187,W06000016,1388,Hirwaun 2,Hirwaun 2,,
W01001188,W06000016,1389,Hirwaun 3,Hirwaun 3,,
W01001189,W06000016,1466,Llanharan 1,Llanharan 1,,
W01001190,W06000016,1467,Llanharan 2,Llanharan 2,,
W01001191,W06000016,1473,Llanhari 1,Llanharry 1,,
W01001192,W06000016,1474,Llanhari 2,Llanharry 2,,
W01001193,W06000016,1468,Tref Llantrisant 1,Llantrisant Town 1,,
W01001194,W06000016,1469,Tref Llantrisant 2,Llantrisant Town 2,,
W01001195,W06000016,1470,Tref Llantrisant 3,Llantrisant Town 3,,
W01001196,W06000016,1510,Llanilltud Faerdref 1,Llantwit Fardre 1,,
W01001197,W06000016,1511,Llanilltud Faerdref 2,Llantwit Fardre 2,,
W01001198,W06000016,1512,Llanilltud Faerdref 3,Llantwit Fardre 3,,
W01001199,W06000016,1513,Llanilltud Faerdref 4,Llantwit Fardre 4,,
W01001200,W06000016,1437,Llwyn-y-pia 1,Llwyn-y-pia 1,,
W01001201,W06000016,1438,Llwyn-y-pia 2,Llwyn-y-pia 2,,
W01001202,W06000016,1408,Y Maerdy 1,Maerdy 1,,
W01001203,W06000016,1409,Y Maerdy 2,Maerdy 2,,
W01001204,W06000016,1374,Aberpennar Dwyrain 1,Mountain Ash East 1,,
W01001205,W06000016,1375,Aberpennar Dwyrain 2,Mountain Ash East 2,,
W01001206,W06000016,1376,Aberpennar Gorllewin 1,Mountain Ash West 1,,
W01001207,W06000016,1377,Aberpennar Gorllewin 2,Mountain Ash West 2,,
W01001208,W06000016,1378,Aberpennar Gorllewin 3,Mountain Ash West 3,,
W01001209,W06000016,1379,Penrhiw-ceiber 1,Penrhiwceiber 1,,
W01001210,W06000016,1380,Penrhiw-ceiber 2,Penrhiwceiber 2,,
W01001211,W06000016,1381,Penrhiw-ceiber 3,Penrhiwceiber 3,,
W01001212,W06000016,1382,Penrhiw-ceiber 4,Penrhiwceiber 4,,
W01001213,W06000016,1433,Pentre 1,Pentre 1,,
W01001214,W06000016,1434,Pentre 2,Pentre 2,,
W01001215,W06000016,1435,Pentre 3,Pentre 3,,
W01001216,W06000016,1436,Pentre 4,Pentre 4,,
W01001217,W06000016,1448,Pen-y-graig 1,Pen-y-graig 1,,
W01001218,W06000016,1449,Pen-y-graig 2,Pen-y-graig 2,,
W01001219,W06000016,1450,Pen-y-graig 3,Pen-y-graig 3,,
W01001220,W06000016,1451,Pen-y-graig 4,Pen-y-graig 4,,
W01001221,W06000016,1390,Pen-y-waun 1,Pen-y-waun 1,,
W01001222,W06000016,1391,Pen-y-waun 2,Pen-y-waun 2,,
W01001223,W06000016,1475,Pont-y-clun 1,Pont-y-clun 1,,
W01001224,W06000016,1476,Pont-y-clun 2,Pont-y-clun 2,,
W01001225,W06000016,1477,Pont-y-clun 3,Pont-y-clun 3,,
W01001226,W06000016,1478,Pont-y-clun 4,Pont-y-clun 4,,
W01001227,W06000016,1491,Tref Pontypridd 1,Pontypridd Town 1,,
W01001228,W06000016,1492,Tref Pontypridd 2,Pontypridd Town 2,,
W01001229,W06000016,1415,Y Porth 1,Porth 1,,
W01001230,W06000016,1416,Y Porth 2,Porth 2,,
W01001231,W06000016,1417,Y Porth 3,Porth 3,,
W01001232,W06000016,1423,Y Porth 4,Porth 4,,
W01001233,W06000016,1392,Rhigos,Rhigos,,
W01001234,W06000016,1493,Rhondda 1,Rhondda 1,,
W01001235,W06000016,1494,Rhondda 2,Rhondda 2,,
W01001236,W06000016,1495,Rhondda 3,Rhondda 3,,
W01001237,W06000016,1497,Rhydfelen Canol / Llan 1,Rhydfelen Central / Llan 1,,
W01001238,W06000016,1498,Rhydfelen Canol / Llan 2,Rhydfelen Central / Llan 2,,
W01001239,W06000016,1507,Rhydfelen Canol / Llan 3,Rhydfelen Central / Llan 3,,
W01001240,W06000016,1508,Ffynon Taf 1,Taffs Well 1,,
W01001241,W06000016,1509,Ffynon Taf 2,Taffs Well 2,,
W01001242,W06000016,1471,Tonysguboriau 1,Talbot Green 1,,
W01001243,W06000016,1472,Tonysguboriau 2,Talbot Green 2,,
W01001244,W06000016,1503,Ton-teg 1,Ton-teg 1,,
W01001245,W06000016,1504,Ton-teg 2,Ton-teg 2,,
W01001246,W06000016,1505,Ton-teg 3,Ton-teg 3,,
W01001247,W06000016,1446,Tonypandy 1,Tonypandy 1,,
W01001248,W06000016,1447,Tonypandy 2,Tonypandy 2,,
W01001249,W06000016,1460,Tonyrefail Dwyrain 1,Tonyrefail East 1,,
W01001250,W06000016,1461,Tonyrefail Dwyrain 2,Tonyrefail East 2,,
W01001251,W06000016,1462,Tonyrefail Dwyrain 3,Tonyrefail East 3,,
W01001252,W06000016,1463,Tonyrefail Dwyrain 4,Tonyrefail East 4,,
W01001253,W06000016,1456,Tonyrefail Gorllewin 1,Tonyrefail West 1,,
W01001255,W06000016,1457,Tonyrefail Gorllewin 3,Tonyrefail West 3,,
W01001256,W06000016,1486,Trallwng 1,Trallwng 1,,
W01001257,W06000016,1487,Trallwng 2,Trallwng 2,,
W01001258,W06000016,1488,Trallwng 3,Trallwng 3,,
W01001259,W06000016,1452,Trealaw 1,Trealaw 1,,
W01001260,W06000016,1439,Trealaw 2,Trealaw 2,,
W01001261,W06000016,1453,Trealaw 3,Trealaw 3,,
W01001262,W06000016,1499,Trefforest 1,Treforest 1,,
W01001263,W06000016,1500,Trefforest 2,Treforest 2,,
W01001264,W06000016,1501,Trefforest 3,Treforest 3,,
W01001265,W06000016,1424,Treherbert 1,Treherbert 1,,
W01001266,W06000016,1425,Treherbert 2,Treherbert 2,,
W01001267,W06000016,1426,Treherbert 3,Treherbert 3,,
W01001268,W06000016,1427,Treherbert 4,Treherbert 4,,
W01001269,W06000016,1428,Treorci 1,Treorchy 1,,
W01001270,W06000016,1429,Treorci 2,Treorchy 2,,
W01001271,W06000016,1430,Treorci 3,Treorchy 3,,
W01001272,W06000016,1431,Treorci 4,Treorchy 4,,
W01001273,W06000016,1432,Treorci 5,Treorchy 5,,
W01001274,W06000016,1411,Pendyrus 1,Tylorstown 1,,
W01001275,W06000016,1412,Pendyrus 2,Tylorstown 2,,
W01001276,W06000016,1413,Pendyrus 3,Tylorstown 3,,
W01001277,W06000016,1519,Ty'n-y-nant 1,Tyn-y-nant 1,,
W01001278,W06000016,1520,Ty'n-y-nant 2,Tyn-y-nant 2,,
W01001279,W06000016,1521,Ty'n-y-nant 3,Tyn-y-nant 3,,
W01001280,W06000016,1418,Ynys-hir 1,Ynyshir 1,,
W01001281,W06000016,1419,Ynys-hir 2,Ynyshir 2,,
W01001282,W06000016,1481,Ynys-y-bwl 1,Ynysybwl 1,,
W01001283,W06000016,1482,Ynys-y-bwl 2,Ynysybwl 2,,
W01001284,W06000016,1483,Ynys-y-bwl 3,Ynysybwl 3,,
W01001285,W06000016,1440,Ystrad 1,Ystrad 1,,
W01001286,W06000016,1441,Ystrad 2,Ystrad 2,,
W01001287,W06000016,1442,Ystrad 3,Ystrad 3,,
W01001288,W06000016,1443,Ystrad 4,Ystrad 4,,
W01001289,W06000024,1531,Bedlinog 1,Bedlinog 1,,
W01001290,W06000024,1537,Bedlinog 2,Bedlinog 2,,
W01001291,W06000024,1548,Cyfarthfa 1,Cyfarthfa 1,,
W01001292,W06000024,1523,Cyfarthfa 2,Cyfarthfa 2,,
W01001293,W06000024,1524,Cyfarthfa 3,Cyfarthfa 3,,
W01001294,W06000024,1549,Cyfarthfa 4,Cyfarthfa 4,,
W01001295,W06000024,1542,Dowlais 1,Dowlais 1,,
W01001296,W06000024,1543,Dowlais 2,Dowlais 2,,
W01001297,W06000024,1544,Dowlais 3,Dowlais 3,,
W01001298,W06000024,1545,Dowlais 4,Dowlais 4,,
W01001299,W06000024,1553,Gurnos 1,Gurnos 1,,
W01001300,W06000024,1554,Gurnos 2,Gurnos 2,,
W01001301,W06000024,1555,Gurnos 3,Gurnos 3,,
W01001302,W06000024,1532,Ynyswen 1,Merthyr Vale 1,,
W01001303,W06000024,1533,Ynyswen 2,Merthyr Vale 2,,
W01001304,W06000024,1534,Ynyswen 3,Merthyr Vale 3,,
W01001305,W06000024,1550,Parc 1,Park 1,,
W01001306,W06000024,1551,Parc 2,Park 2,,
W01001307,W06000024,1525,Parc 3,Park 3,,
W01001308,W06000024,1556,Penydarren 1,Penydarren 1,,
W01001309,W06000024,1557,Penydarren 2,Penydarren 2,,
W01001310,W06000024,1546,Penydarren 3,Penydarren 3,,
W01001311,W06000024,1547,Penydarren 4,Penydarren 4,,
W01001312,W06000024,1535,Plymouth (Merthyr Tudful) 1,Plymouth (Merthyr Tydfil) 1,,
W01001313,W06000024,1536,Plymouth (Merthyr Tudful) 2,Plymouth (Merthyr Tydfil) 2,,
W01001314,W06000024,1527,Plymouth (Merthyr Tudful) 3,Plymouth (Merthyr Tydfil) 3,,
W01001315,W06000024,1526,Y Dref 1,Town 1,,
W01001316,W06000024,1528,Y Dref 2,Town 2,,
W01001317,W06000024,1529,Y Dref 3,Town 3,,
W01001318,W06000024,1530,Y Dref 4,Town 4,,
W01001319,W06000024,1538,Treharris 1,Treharris 1,,
W01001320,W06000024,1539,Treharris 2,Treharris 2,,
W01001321,W06000024,1540,Treharris 3,Treharris 3,,
W01001322,W06000024,1541,Treharris 4,Treharris 4,,
W01001324,W06000024,1552,Faenor 2,Vaynor 2,,
W01001325,W06000018,1571,Aberbargod 1,Aberbargoed 1,,
W01001326,W06000018,1572,Aberbargod 2,Aberbargoed 2,,
W01001327,W06000018,1601,Abercarn 1,Abercarn 1,,
W01001328,W06000018,1602,Abercarn 2,Abercarn 2,,
W01001329,W06000018,1603,Abercarn 3,Abercarn 3,,
W01001330,W06000018,1635,Cwm Aber 1,Aber Valley 1,,
W01001331,W06000018,1636,Cwm Aber 2,Aber Valley 2,,
W01001332,W06000018,1637,Cwm Aber 3,Aber Valley 3,,
W01001333,W06000018,1638,Cwm Aber 4,Aber Valley 4,,
W01001334,W06000018,1578,Argoed (Caerffili) 1,Argoed (Caerphilly) 1,,
W01001335,W06000018,1579,Argoed (Caerffili) 2,Argoed (Caerphilly) 2,,
W01001336,W06000018,1574,Bargod 1,Bargoed 1,,
W01001337,W06000018,1575,Bargod 2,Bargoed 2,,
W01001338,W06000018,1576,Bargod 3,Bargoed 3,,
W01001339,W06000018,1577,Bargod 4,Bargoed 4,,
W01001340,W06000018,1645,Bedwas Tretomos a Machen 1,Bedwas Trethomas and Machen 1,,
W01001341,W06000018,1646,Bedwas Tretomos a Machen 2,Bedwas Trethomas and Machen 2,,
W01001342,W06000018,1649,Bedwas Tretomos a Machen 3,Bedwas Trethomas and Machen 3,,
W01001343,W06000018,1650,Bedwas Tretomos a Machen 4,Bedwas Trethomas and Machen 4,,
W01001344,W06000018,1647,Bedwas Tretomos a Machen 5,Bedwas Trethomas and Machen 5,,
W01001345,W06000018,1651,Bedwas Tretomos a Machen 6,Bedwas Trethomas and Machen 6,,
W01001346,W06000018,1648,Bedwas Tretomos a Machen 7,Bedwas Trethomas and Machen 7,,
W01001347,W06000018,1580,Coed Duon 1,Blackwood 1,,
W01001348,W06000018,1588,Coed Duon 2,Blackwood 2,,
W01001349,W06000018,1589,Coed Duon 3,Blackwood 3,,
W01001350,W06000018,1590,Coed Duon 4,Blackwood 4,,
W01001351,W06000018,1581,Coed Duon 5,Blackwood 5,,
W01001352,W06000018,1615,Cefn Fforest 1,Cefn Fforest 1,,
W01001353,W06000018,1616,Cefn Fforest 2,Cefn Fforest 2,,
W01001354,W06000018,1604,Crosskeys 1,Crosskeys 1,,
W01001355,W06000018,1605,Crosskeys 2,Crosskeys 2,,
W01001356,W06000018,1582,Crymlyn 1,Crumlin 1,,
W01001357,W06000018,1583,Crymlyn 2,Crumlin 2,,
W01001358,W06000018,1584,Crymlyn 3,Crumlin 3,,
W01001359,W06000018,1585,Crymlyn 4,Crumlin 4,,
W01001360,W06000018,1566,Cwm Darran 1,Darren Valley 1,,
W01001361,W06000018,1567,Cwm Darran 2,Darren Valley 2,,
W01001362,W06000018,1573,Gilfach,Gilfach,,
W01001363,W06000018,1625,Hengoed (Caerffili) 1,Hengoed (Caerphilly) 1,,
W01001364,W06000018,1626,Hengoed (Caerffili) 2,Hengoed (Caerphilly) 2,,
W01001365,W06000018,1627,Hengoed (Caerffili) 3,Hengoed (Caerphilly) 3,,
W01001366,W06000018,1639,Llanbradach 1,Llanbradach 1,,
W01001367,W06000018,1640,Llanbradach 2,Llanbradach 2,,
W01001368,W06000018,1641,Llanbradach 3,Llanbradach 3,,
W01001369,W06000018,1628,Maes-y-cwmwr,Maesycwmmer,,
W01001370,W06000018,1659,Morgan Jones 1,Morgan Jones 1,,
W01001371,W06000018,1653,Morgan Jones 2,Morgan Jones 2,,
W01001372,W06000018,1654,Morgan Jones 3,Morgan Jones 3,,
W01001373,W06000018,1655,Morgan Jones 4,Morgan Jones 4,,
W01001374,W06000018,1560,Moria 1,Moriah 1,,
W01001375,W06000018,1561,Moria 2,Moriah 2,,
W01001376,W06000018,1562,Moria 3,Moriah 3,,
W01001377,W06000018,1629,Nelson 1,Nelson 1,,
W01001378,W06000018,1630,Nelson 2,Nelson 2,,
W01001379,W06000018,1631,Nelson 3,Nelson 3,,
W01001380,W06000018,1597,Trecelyn 1,Newbridge 1,,
W01001381,W06000018,1598,Trecelyn 2,Newbridge 2,,
W01001382,W06000018,1599,Trecelyn 3,Newbridge 3,,
W01001383,W06000018,1600,Trecelyn 4,Newbridge 4,,
W01001384,W06000018,1568,Tredegar Newydd 1,New Tredegar 1,,
W01001385,W06000018,1569,Tredegar Newydd 2,New Tredegar 2,,
W01001386,W06000018,1570,Tredegar Newydd 3,New Tredegar 3,,
W01001387,W06000018,1617,Pengam 1,Pengam 1,,
W01001388,W06000018,1618,Pengam 2,Pengam 2,,
W01001389,W06000018,1619,Pengam 3,Pengam 3,,
W01001390,W06000018,1586,Penmaen 1,Penmaen 1,,
W01001391,W06000018,1587,Penmaen 2,Penmaen 2,,
W01001392,W06000018,1591,Penmaen 3,Penmaen 3,,
W01001393,W06000018,1642,Pen-yr-heol (Caerffili) 1,Penyrheol (Caerphilly) 1,,
W01001394,W06000018,1660,Pen-yr-heol (Caerffili) 2,Penyrheol (Caerphilly) 2,,
W01001395,W06000018,1661,Pen-yr-heol (Caerffili) 3,Penyrheol (Caerphilly) 3,,
W01001396,W06000018,1662,Pen-yr-heol (Caerffili) 4,Penyrheol (Caerphilly) 4,,
W01001397,W06000018,1643,Pen-yr-heol (Caerffili) 5,Penyrheol (Caerphilly) 5,,
W01001398,W06000018,1664,Pen-yr-heol (Caerffili) 6,Penyrheol (Caerphilly) 6,,
W01001399,W06000018,1663,Pen-yr-heol (Caerffili) 7,Penyrheol (Caerphilly) 7,,
W01001400,W06000018,1644,Pen-yr-heol (Caerffili) 8,Penyrheol (Caerphilly) 8,,
W01001401,W06000018,1592,Pontllan-fraith 1,Pontllanfraith 1,,
W01001402,W06000018,1593,Pontllan-fraith 2,Pontllanfraith 2,,
W01001403,W06000018,1594,Pontllan-fraith 3,Pontllanfraith 3,,
W01001404,W06000018,1595,Pontllan-fraith 4,Pontllanfraith 4,,
W01001405,W06000018,1596,Pontllan-fraith 5,Pontllanfraith 5,,
W01001406,W06000018,1563,Pontlotyn,Pontlottyn,,
W01001407,W06000018,1608,Rhisga Dwyrain 1,Risca East 1,,
W01001408,W06000018,1609,Rhisga Dwyrain 2,Risca East 2,,
W01001409,W06000018,1610,Rhisga Dwyrain 3,Risca East 3,,
W01001410,W06000018,1611,Rhisga Dwyrain 4,Risca East 4,,
W01001411,W06000018,1612,Rhisga Gorllewin 1,Risca West 1,,
W01001412,W06000018,1613,Rhisga Gorllewin 2,Risca West 2,,
W01001413,W06000018,1614,Rhisga Gorllewin 3,Risca West 3,,
W01001414,W06000018,1620,Catwg Sant 1,St. Cattwg 1,,
W01001415,W06000018,1621,Catwg Sant 2,St. Cattwg 2,,
W01001416,W06000018,1622,Catwg Sant 3,St. Cattwg 3,,
W01001417,W06000018,1623,Catwg Sant 4,St. Cattwg 4,,
W01001418,W06000018,1624,Catwg Sant 5,St. Cattwg 5,,
W01001419,W06000018,1652,Sant Iago 1,St. James 1,,
W01001420,W06000018,1656,Sant Iago 2,St. James 2,,
W01001421,W06000018,1657,Sant Iago 3,St. James 3,,
W01001422,W06000018,1658,Sant Iago 4,St. James 4,,
W01001423,W06000018,1665,Sant Martin 1,St. Martins 1,,
W01001424,W06000018,1666,Sant Martin 2,St. Martins 2,,
W01001425,W06000018,1667,Sant Martin 3,St. Martins 3,,
W01001426,W06000018,1668,Sant Martin 4,St. Martins 4,,
W01001427,W06000018,1669,Sant Martin 5,St. Martins 5,,
W01001428,W06000018,1564,Twyn Carno 1,Twyn Carno 1,,
W01001429,W06000018,1565,Twyn Carno 2,Twyn Carno 2,,
W01001430,W06000018,1606,Ynys-ddu 1,Ynysddu 1,,
W01001431,W06000018,1607,Ynys-ddu 2,Ynysddu 2,,
W01001432,W06000018,1632,Ystrad Mynach 1,Ystrad Mynach 1,,
W01001433,W06000018,1633,Ystrad Mynach 2,Ystrad Mynach 2,,
W01001434,W06000018,1634,Ystrad Mynach 3,Ystrad Mynach 3,,
W01001435,W06000019,1707,Abertyleri 1,Abertillery 1,,
W01001436,W06000019,1708,Abertyleri 2,Abertillery 2,,
W01001437,W06000019,1709,Abertyleri 3,Abertillery 3,,
W01001438,W06000019,1685,Badminton 1,Badminton 1,,
W01001439,W06000019,1686,Badminton 2,Badminton 2,,
W01001440,W06000019,1671,Cendl 1,Beaufort 1,,
W01001441,W06000019,1672,Cendl 2,Beaufort 2,,
W01001442,W06000019,1673,Cendl 3,Beaufort 3,,
W01001443,W06000019,1690,Blaenau 1,Blaina 1,,
W01001444,W06000019,1691,Blaenau 2,Blaina 2,,
W01001445,W06000019,1692,Blaenau 3,Blaina 3,,
W01001446,W06000019,1676,Brynmawr 1,Brynmawr 1,,
W01001447,W06000019,1677,Brynmawr 2,Brynmawr 2,,
W01001448,W06000019,1678,Brynmawr 3,Brynmawr 3,,
W01001449,W06000019,1679,Brynmawr 4,Brynmawr 4,,
W01001450,W06000019,1701,Cwm 1,Cwm 1,,
W01001451,W06000019,1702,Cwm 2,Cwm 2,,
W01001452,W06000019,1703,Cwm 3,Cwm 3,,
W01001453,W06000019,1710,Cwmtyleri 1,Cwmtillery 1,,
W01001454,W06000019,1711,Cwmtyleri 2,Cwmtillery 2,,
W01001455,W06000019,1712,Cwmtyleri 3,Cwmtillery 3,,
W01001456,W06000019,1687,Glynebwy Gogledd 1,Ebbw Vale North 1,,
W01001457,W06000019,1688,Glynebwy Gogledd 2,Ebbw Vale North 2,,
W01001458,W06000019,1689,Glynebwy Gogledd 3,Ebbw Vale North 3,,
W01001459,W06000019,1704,Glynebwy De 1,Ebbw Vale South 1,,
W01001460,W06000019,1705,Glynebwy De 2,Ebbw Vale South 2,,
W01001461,W06000019,1706,Glynebwy De 3,Ebbw Vale South 3,,
W01001462,W06000019,1696,Georgetown 1,Georgetown 1,,
W01001463,W06000019,1697,Georgetown 2,Georgetown 2,,
W01001464,W06000019,1713,Llanhiledd 1,Llanhilleth 1,,
W01001465,W06000019,1714,Llanhiledd 2,Llanhilleth 2,,
W01001466,W06000019,1715,Llanhiledd 3,Llanhilleth 3,,
W01001467,W06000019,1693,Nantyglo 1,Nantyglo 1,,
W01001468,W06000019,1694,Nantyglo 2,Nantyglo 2,,
W01001469,W06000019,1695,Nantyglo 3,Nantyglo 3,,
W01001470,W06000019,1674,Rasa 1,Rassau 1,,
W01001471,W06000019,1675,Rasa 2,Rassau 2,,
W01001472,W06000019,1680,Sirhywi 1,Sirhowy 1,,
W01001473,W06000019,1681,Sirhywi 2,Sirhowy 2,,
W01001474,W06000019,1682,Sirhywi 3,Sirhowy 3,,
W01001475,W06000019,1683,Sirhywi 4,Sirhowy 4,,
W01001476,W06000019,1716,Six Bells 1,Six Bells 1,,
W01001477,W06000019,1717,Six Bells 2,Six Bells 2,,
W01001478,W06000019,1698,Tredegar Canol a Gorllewin 1,Tredegar Central and West 1,,
W01001479,W06000019,1699,Tredegar Canol a Gorllewin 2,Tredegar Central and West 2,,
W01001480,W06000019,1684,Tredegar Canol a Gorllewin 3,Tredegar Central and West 3,,
W01001481,W06000019,1700,Tredegar Canol a Gorllewin 4,Tredegar Central and West 4,,
W01001482,W06000020,1723,Abersychan 1,Abersychan 1,,
W01001483,W06000020,1724,Abersychan 2,Abersychan 2,,
W01001484,W06000020,1725,Abersychan 3,Abersychan 3,,
W01001485,W06000020,1726,Abersychan 4,Abersychan 4,,
W01001486,W06000020,1727,Abersychan 5,Abersychan 5,,
W01001487,W06000020,1719,Blaenafon 1,Blaenavon 1,,
W01001488,W06000020,1720,Blaenafon 2,Blaenavon 2,,
W01001489,W06000020,1721,Blaenafon 3,Blaenavon 3,,
W01001490,W06000020,1722,Blaenafon 4,Blaenavon 4,,
W01001491,W06000020,1732,Bryn-wern,Brynwern,,
W01001492,W06000020,1775,Coed Efa,Coed Eva,,
W01001493,W06000020,1747,Croesyceiliog Gogledd 1,Croesyceiliog North 1,,
W01001494,W06000020,1748,Croesyceiliog Gogledd 2,Croesyceiliog North 2,,
W01001495,W06000020,1749,Croesyceiliog De,Croesyceiliog South,,
W01001496,W06000020,1733,Cwmynysgoi,Cwmyniscoy,,
W01001497,W06000020,1770,Fairwater (Tor-faen) 1,Fairwater (Torfaen) 1,,
W01001498,W06000020,1771,Fairwater (Tor-faen) 2,Fairwater (Torfaen) 2,,
W01001499,W06000020,1772,Fairwater (Tor-faen) 3,Fairwater (Torfaen) 3,,
W01001500,W06000020,1773,Fairwater (Tor-faen) 4,Fairwater (Torfaen) 4,,
W01001501,W06000020,1760,Greenmeadow 1,Greenmeadow 1,,
W01001502,W06000020,1774,Greenmeadow 2,Greenmeadow 2,,
W01001503,W06000020,1761,Greenmeadow 3,Greenmeadow 3,,
W01001504,W06000020,1751,Llantarnam 1,Llantarnam 1,,
W01001505,W06000020,1752,Llantarnam 2,Llantarnam 2,,
W01001506,W06000020,1765,Llantarnam 3,Llantarnam 3,,
W01001507,W06000020,1750,Llanyrafon Gogledd,Llanyrafon North,,
W01001508,W06000020,1753,Llanyrafon De 1,Llanyrafon South 1,,
W01001509,W06000020,1754,Llanyrafon De 2,Llanyrafon South 2,,
W01001510,W06000020,1738,New Inn 1,New Inn 1,,
W01001511,W06000020,1739,New Inn 2,New Inn 2,,
W01001512,W06000020,1740,New Inn 3,New Inn 3,,
W01001513,W06000020,1741,New Inn 4,New Inn 4,,
W01001514,W06000020,1742,Pant-teg 1,Panteg 1,,
W01001515,W06000020,1743,Pant-teg 2,Panteg 2,,
W01001516,W06000020,1744,Pant-teg 3,Panteg 3,,
W01001517,W06000020,1745,Pant-teg 4,Panteg 4,,
W01001518,W06000020,1746,Pant-teg 5,Panteg 5,,
W01001519,W06000020,1755,Pontnewydd 1,Pontnewydd 1,,
W01001520,W06000020,1756,Pontnewydd 2,Pontnewydd 2,,
W01001521,W06000020,1757,Pontnewydd 3,Pontnewydd 3,,
W01001522,W06000020,1758,Pontnewydd 4,Pontnewydd 4,,
W01001523,W06000020,1734,Pontnewynydd,Pontnewynydd,,
W01001524,W06000020,1735,Pont-y-pwl,Pontypool,,
W01001525,W06000020,1728,St. Cadocs/Penygarn,St. Cadocs and Penygarn,,
W01001526,W06000020,1766,St. Dials 1,St. Dials 1,,
W01001527,W06000020,1767,St. Dials 2,St. Dials 2,,
W01001528,W06000020,1768,St. Dials 3,St. Dials 3,,
W01001529,W06000020,1729,Snatchwood,Snatchwood,,
W01001530,W06000020,1730,Trefddyn 1,Trevethin 1,,
W01001531,W06000020,1731,Trefddyn 2,Trevethin 2,,
W01001532,W06000020,1769,Two Locks 1,Two Locks 1,,
W01001533,W06000020,1776,Two Locks 2,Two Locks 2,,
W01001534,W06000020,1777,Two Locks 3,Two Locks 3,,
W01001535,W06000020,1778,Two Locks 4,Two Locks 4,,
W01001536,W06000020,1762,Cwmbr?n Uchaf 1,Upper Cwmbran 1,,
W01001537,W06000020,1759,Cwmbr?n Uchaf 1,Upper Cwmbran 2,,
W01001538,W06000020,1763,Cwmbr?n Uchaf 2,Upper Cwmbran 3,,
W01001539,W06000020,1764,Cwmbr?n Uchaf 1,Upper Cwmbran 4,,
W01001540,W06000020,1736,Wainfelin 1,Wainfelin 1,,
W01001541,W06000020,1737,Wainfelin 2,Wainfelin 2,,
W01001542,W06000021,1797,Caer-went,Caerwent,,
W01001543,W06000021,1798,Castell Cil-y-coed 1,Caldicot Castle 1,,
W01001545,W06000021,1811,Cantref 1,Cantref 1,,
W01001546,W06000021,1816,Cantref 2,Cantref 2,,
W01001548,W06000021,1812,Crucornau Fawr,Crucorney,,
W01001549,W06000021,1786,Devauden,Devauden,,
W01001551,W06000021,1801,Llanddewi a Green Lane 2,Dewstow & Green Lane 2,,
W01001552,W06000021,1825,Dixton gydag Oxbaston,Dixton with Osbaston,,
W01001553,W06000021,1826,Drybridge 1,Drybridge 1,,
W01001554,W06000021,1827,Drybridge 2,Drybridge 2,,
W01001555,W06000021,1780,Goetre Fawr 1,Goetre Fawr 1,,
